1706
0,1,91
0,2,76
0,3,52
0,4,22
0,5,89
0,6,32
0,7,63
0,10,67
0,11,99
0,13,92
0,15,20
0,17,67
0,19,89
0,40,32
0,43,69
0,53,22
0,66,77
0,68,29
0,69,81
0,73,18
0,85,24
0,94,61
0,97,2
0,123,61
0,143,1
0,144,98
0,145,67
0,146,24
0,147,24
0,154,49
0,159,31
0,163,29
0,164,23
0,165,7
0,172,39
0,178,18
0,183,46
0,184,81
0,193,42
0,211,36
0,213,7
0,216,12
0,222,100
0,279,25
0,282,69
0,325,13
0,328,32
0,339,23
0,372,97
0,376,35
0,401,69
0,533,14
0,585,64
0,609,44
0,617,45
0,618,99
0,640,18
0,679,41
0,726,29
0,791,9
0,812,35
0,821,32
0,843,31
0,860,47
0,878,61
0,989,35
0,996,17
0,1128,50
0,1143,33
0,1146,17
1,2,60
1,3,38
1,4,79
1,5,16
1,7,85
1,8,91
1,16,7
1,18,68
1,19,8
1,24,73
1,32,42
1,37,7
1,39,37
1,41,11
1,47,58
1,49,49
1,50,13
1,53,57
1,58,60
1,59,7
1,64,50
1,71,53
1,72,97
1,77,4
1,88,34
1,94,57
1,96,32
1,100,74
1,101,73
1,106,86
1,113,29
1,118,94
1,119,90
1,127,78
1,130,55
1,134,61
1,137,53
1,152,23
1,155,63
1,156,13
1,168,32
1,176,60
1,180,82
1,184,77
1,190,23
1,199,96
1,200,58
1,203,32
1,207,59
1,209,7
1,217,83
1,218,70
1,220,53
1,224,43
1,227,35
1,228,88
1,233,65
1,277,88
1,286,41
1,388,98
1,404,53
1,420,31
1,518,65
1,525,4
1,547,86
1,582,38
1,597,50
1,606,53
1,615,33
1,622,80
1,629,37
1,686,62
1,746,6
1,789,35
1,808,49
1,818,24
1,880,90
1,894,99
1,896,77
1,937,61
1,1018,2
1,1049,78
1,1113,68
1,1117,6
2,3,63
2,4,24
2,5,16
2,11,68
2,12,91
2,16,89
2,17,21
2,20,14
2,21,70
2,28,34
2,55,5
2,59,84
2,65,67
2,79,93
2,83,76
2,102,90
2,104,16
2,106,62
2,118,36
2,119,61
2,122,86
2,128,35
2,130,39
2,170,31
2,173,40
2,192,7
2,206,81
2,220,61
2,276,69
2,302,43
2,310,75
2,409,30
2,479,1
2,567,58
2,639,33
2,674,4
2,715,12
2,730,46
2,915,40
2,960,87
2,1016,3
2,1060,65
2,1130,84
3,4,20
3,5,26
3,7,41
3,10,31
3,35,73
3,37,23
3,39,2
3,42,26
3,60,97
3,61,74
3,68,8
3,71,84
3,74,62
3,77,58
3,81,66
3,99,42
3,107,95
3,109,2
3,125,48
3,146,81
3,147,65
3,152,91
3,154,30
3,158,50
3,161,59
3,168,37
3,194,60
3,201,38
3,205,70
3,207,72
3,212,59
3,224,64
3,226,4
3,228,24
3,236,26
3,297,96
3,425,45
3,443,1
3,456,46
3,550,69
3,557,41
3,575,95
3,593,74
3,647,36
3,781,62
3,827,58
3,962,90
3,992,69
3,1021,76
3,1031,16
3,1140,72
4,5,41
4,6,74
4,8,29
4,16,11
4,18,57
4,24,43
4,26,62
4,31,95
4,51,52
4,58,95
4,61,91
4,62,70
4,65,83
4,69,11
4,74,1
4,85,14
4,86,60
4,87,65
4,91,49
4,95,18
4,105,61
4,120,94
4,126,56
4,133,47
4,136,27
4,151,50
4,166,27
4,174,29
4,193,60
4,211,6
4,223,7
4,230,21
4,232,5
4,357,49
4,436,37
4,524,30
4,573,14
4,602,90
4,703,60
4,713,67
4,911,29
4,934,62
4,961,89
5,6,50
5,7,95
5,10,96
5,15,68
5,27,79
5,29,3
5,33,95
5,34,80
5,39,93
5,44,53
5,47,18
5,51,25
5,54,30
5,57,13
5,63,92
5,68,54
5,75,100
5,82,94
5,89,42
5,93,12
5,105,32
5,107,85
5,111,20
5,121,75
5,126,30
5,142,76
5,144,18
5,155,42
5,164,54
5,166,11
5,173,77
5,175,79
5,180,10
5,182,17
5,183,35
5,184,63
5,187,67
5,205,3
5,234,57
5,245,92
5,254,92
5,398,68
5,489,22
5,624,78
5,626,51
5,642,27
5,655,10
5,688,27
5,689,29
5,708,1
5,731,88
5,732,91
5,735,16
5,940,71
5,957,56
5,965,29
5,979,40
5,1044,89
5,1087,27
5,1097,75
6,10,90
6,13,72
6,63,63
6,87,54
6,126,70
6,168,15
6,179,56
6,214,2
6,291,62
6,315,99
6,386,18
6,531,72
6,572,42
