104
0,1,85
0,2,21
0,3,35
0,4,88
0,5,51
0,7,97
0,11,29
0,12,83
0,15,61
0,48,4
0,56,94
1,2,78
1,3,74
1,4,4
1,5,95
1,8,20
1,10,56
1,12,100
1,15,19
1,17,53
1,18,45
1,21,93
2,3,54
2,4,46
2,5,13
2,16,47
3,4,52
3,5,88
3,6,36
3,16,42
3,33,77
3,57,66
4,5,16
4,8,99
4,22,95
4,43,42
4,44,12
4,54,85
4,58,70
4,67,68
5,6,66
5,8,84
5,10,42
5,28,12
5,46,62
6,7,9
6,34,81
6,12,14
7,9,54
7,11,61
7,15,15
7,18,64
7,19,14
7,23,73
7,29,76
7,38,68
7,47,62
7,66,54
7,12,39
7,14,20
7,10,96
8,13,34
8,17,76
8,37,4
8,39,12
8,53,59
8,55,36
8,60,54
9,11,68
9,27,36
9,41,78
9,14,57
9,12,25
10,50,10
10,11,78
10,12,25
10,13,42
10,14,68
11,31,19
11,32,58
11,14,100
12,14,27
12,20,11
12,25,45
12,26,12
12,36,36
12,40,80
12,42,82
12,45,99
12,49,97
12,51,24
12,52,57
12,62,17
12,63,90
12,64,93
12,65,100
12,15,6
13,24,93
13,35,16
13,59,60
13,61,45
14,15,52
15,18,75
15,30,77
